IDX,Acct_Mgr_Quality,Acct_Team_Ability,Acct_Team_Breadth,Acct_Team_Contribution,Acct_Team_Engagement,Acct_Team_Info,Acct_Team_Leadership,Acct_Team_Plan,Acct_Team_Problem_Solver,Acct_Team_Sales_Support,Acct_Team_Satisfaction,Communications,Competitor_Comparison,Continue,Credit_Score,Ease,Joint_Service_Delivery,Loyalty,Mktg_Proj,Online_Tools/Applications_Satisfaction,Online_Tools_Colloboration,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Help,Online_Tools_Sufficient,Online_Tools_Timeliness,Operation_Support_Quality,Partnership_Committed,Product_Quality,Profit,Relationship,Sales_Expectation,Sales_Training,Satisfaction,Service_Account_Team_Satisfaction,Service_Sales_Support,Service_Support,Solutions_Support,Support_Importance,Support_Mgr_Quality,Support_Quality,Svc_Proj,Team_Comparison,Value,Will_Recommend,Prediction
826,3.2558742402,3.182742626,3.5633706589,3.099212651,3.3892351446,3.3313393204,3.2822702993,3.1200668257,3.2415705652,3.127304965,3.4343129544,4,2,3.4967365725,5,3,3.1976186672,0,4,3.6598757829,3.495457038,3.7834667778,3.6786399562,3.3236667119,3.3532106824,3.5633706589,3.5633706589,3,4,3.3309763813,3,3.1333820225,3.4203954951,4,3.2611755395,3.3231405821,3.2391107026,3.2652053534,3,3.4232545404,4,3.2256059563,2.462076197,3,2,110.053877551
827,3.9169094894,3.788898857,3.6810745199,3.7457371016,3.4464416478,3.7925463674,3.6068102667,3.5173180584,3.8527813272,3.7481081842,3.7898634019,3.6926578053,3.06554459,4.5382003099,5,3.4886018987,3.7618370901,0,3.9287746867,3.569723975,3.5220088275,4.2021514409,3.6349610229,3.7150334882,3.3504013669,3.6810745199,3.6810745199,4.3316462539,4.2336222399,3.7987085243,3.7190987908,3.7206410156,3.6116957969,3.8757100207,3.943351543,3.8728319311,3.8631101156,3.8194369242,4.5336878256,3.9609871288,3.8922794771,3.8320335019,3.5347390808,3.6428547514,4.4383036456,107.480709329
828,5,5,4.2848210443,5,4.817606604,5,5,4,5,5,4.9081467914,5,5,5,5,5,4.7272535533,1,5,5,5,5,4.6770319318,5,5,4.2848210443,4.2848210443,5,5,5,5,4,4.8854593354,5,4.75850567,4.7910277074,4.7361876325,4.7612620516,5,5,4,5,5,4,4,107.134204355
829,5,3,3.3468262028,2,1.8218867376,4,4,2,2,3,2.45319101,4,2,3,3,2,3.275317293,4,2,4,4,4,3.2165133737,4,2,3.3468262028,3.3468262028,1,4,1,1,3,2.2125174951,2,3.4123402927,3.5261830888,3.3911025023,3.4045112361,4,3,2,5,2,2,3,105.914146341
830,4.5665123491,4.4615487571,3.8551976723,4.253190756,4.1395193828,4.3998362878,3,4.2427508554,4.4778099771,4.3495795418,4.4404817032,4,4.4940986214,5,1,5,3.939247234,1,4.4216587067,4,3,5,4.1138552461,3,3,3.8551976723,3.8551976723,5,5,5,5,4.1718834939,4.2997065228,5,4.1230526335,4.1035980521,4.0209818068,4.0774105087,5,4.5497510278,5,4.4013733569,4.6182613522,5,5,107.480709329
831,3.9846815472,3.8945311098,3.6736526702,3.7397172105,3.6718579204,3.9255137306,3.6427995685,3.7427080991,3.9265536118,3.8027711958,3.8721629814,3,3.4874242299,4.1462740221,5,4,3.6584986845,0,3.8830483003,3.8147250874,3.7567840732,4.0639246558,3.8544201942,3.5789445768,3.6027226847,3.6736526702,3.6736526702,3.9796186459,4,4,4,3.6367963198,3.7903380738,4,3.7634034356,3.7986941556,3.7139716457,3.7507373701,3.9976302677,4.0204983855,4,3.8072886424,3.5819297072,4,4.0997484501,107.480709329
832,4.0631638239,3.9448832547,3.5292855457,3.7877495188,3.7292682214,3.8984323353,3.5133288556,3.7044379789,3.9793266696,3.859201691,4.0439729631,3.864168621,3.9531661802,4.5560415505,2,3.7554953376,3.5104563944,0,4.0121119976,3.6347862976,3.6365653938,4.0508175516,3.6754866707,3.5023711155,3.3998259214,3.5292855457,3.5292855457,4.4212273216,4.2335228707,3.9461624734,4.0608350882,3.8155248255,3.8797141207,4,3.7283160718,3.6673359317,3.6110232213,3.640415731,4.5576315879,4.089698202,4.0617598574,3.9888395217,4.1032252398,3.7185358882,4.521662646,107.134204355
833,3.4504755863,3.2691510693,3.2080603712,3.0901486544,2.1680433412,4,2.9265999536,2.9119878258,3.3133919303,3.139001579,2.8093453792,4,2.9536768529,4,1,2,3.1604446422,1,3.2366574071,2,3,3.6153662113,2.6058552657,2,3,3.2080603712,3.2080603712,4,3,3,1,3,2.4887741684,3,3.42452688,3.3647507858,3.3214946463,3.2704456131,4,4,2,3.132875985,3.4129358264,3,4,102.654321429
834,3.406952939,3.4178299138,3.3663748141,3.2021056079,3.9854104168,3.4796329317,3.5046915247,3.3604047172,3.4288559444,3.3076496584,4.0069111444,4,3.2399649143,4,1,4,3,1,3.6440038288,4.3210896522,4.1837532213,3.9726826037,4.3486583454,3.5310282142,3.7807329475,3.3663748141,3.3663748141,4,4,4,4,2,4.0300777799,4,3,3.2063560351,3,3,4,3.6161536275,4,3.6367675525,2.9313862073,3,4,112.75263919
835,4.1544062756,4.0674651461,3.4814534883,3.8755441201,3.7746495397,4.0169985352,3.6430534498,3.861722111,4.0836446989,3.9615902206,4.04411352,4,3.8438143583,4.4065686946,1,3,3.6339765677,0,4.0363981549,3.8041559935,3.8073664342,4.0487264783,3.8575396751,3.5673244797,3.5795773547,3.4814534883,3.4814534883,3,4,3,4,3.6872987238,3.9293075901,4,3.7834226562,3.7839326708,3.7005142188,3.756707151,3,4.1409633522,5,4,4.0342691967,5,4,107.480709329
836,4.2529898878,4.1362477264,3.7813922997,4.057538426,4.0447413428,4.1872023807,3.6577118901,4.0961413609,4.1838422045,4.0966571799,4.005589162,4,5,5,1,4,3.9086233831,3,3.9514206858,3.7286718955,3.7056065186,3.84938601,3.7600095719,3.5515713499,3.7146683873,3.7813922997,3.7813922997,4,4,4,4,3.528347149,4.0327399084,5,3.8917178902,3.9702066031,3.9026455139,3.9162336172,1,4.1742914713,4,3.8445760764,3.654195298,5,5,107.480709329
837,3.992158069,3.8800337304,3.7040309026,3.7294364767,3.5448937973,3.9234633376,3.5711469288,3.7302247298,3.917105026,3.7886890664,3.7583240288,3.7752266633,3.5217036166,4.059325339,5,3.5337461134,3.6644847696,0,3.819379774,3.6423796192,3.5887257774,3.9874796704,3.6741442058,3.4731710539,3.4973780698,3.7040309026,3.7040309026,3.8488801091,4.067515769,3.7096659111,3.7345039252,3.6773352759,3.6644964502,3.8455089661,3.7663535464,3.8039677379,3.7236224006,3.7441397657,3.8558936035,4.0095747587,3.8374928245,3.7313980288,3.6013952794,3.5473021781,4.0046069955,98.7850930851
838,4,4.2313273241,4.0227303311,4,4.5403866976,4.2721751675,3.9031740199,4.1657883214,4.2848395049,4.2046253103,4.5054424388,4,4,5,4,5,3.9313442559,1,4.2765965486,4.2191691486,4.1716877922,4.2599999273,4.2462475244,3.932171561,4.0191286391,4.0227303311,4.0227303311,4,4,5,5,4,4.5141001649,5,3.9981405472,4.0141729069,3.9542252144,3.9883688953,4,4,5,4.2191260144,4,4,5,101.342996845
839,4.2604166924,4.1045033975,3.9107787739,4.0437758205,3.6171492531,4.1677073463,3.6553482211,3.9864614886,4.1643627937,4.0597478352,3.7476667964,3.7720410599,3.4615127194,3.958942155,5,3.4932449518,4.0453960782,0,3.9101767074,3.4669088948,3.4373326566,3.9514842184,3.5024548208,3.5445498144,3.5189807187,3.9107787739,3.9107787739,3.7319264406,4.0621647358,3.6979595088,3.7502756171,3.7390087619,3.6845915799,4,4.0697983324,4.1194309709,4.0767746092,4.0367567242,3.6385948233,4.1781874639,3.8011512362,3.767522654,3.6628045136,3.5697407326,3.8898706396,107.480709329
840,4,4,3.9504395141,4,3,5,4,5,4,4,4,4,3,5,5,4,4.1142959402,1,3,4,4,5,3.9924778928,4,4,3.9504395141,3.9504395141,5,4,4,4,5,3,4,4.2713292751,4.252046491,4.2132592991,4.182663732,4,4,4,4,3,4,5,107.480709329
841,4,4,3.6257351076,4,3,3,3.612282257,4,4,4,3,2,4.0043389685,5,1,2,3.7253308001,1,5,3.3375273152,3.3513540224,4.227064651,3.3860152345,3.3976876941,3.2050673578,3.6257351076,3.6257351076,4,4,4,4,4,3,4,4.0060067189,3.9675638462,3.8828941319,3.8931973385,5,4.2279745344,4,3.919995707,4.4528221625,4,5,112.75263919
842,3.5467556555,3.4356486985,3.7091299985,3.3517037565,3.5188543341,3.5427300643,3.357813896,3.3159101934,3.4993219718,3.3826624858,3.6540600467,4,3.1433015693,4,5,3,3.3395665094,3,3.578775089,3.6004104435,3.481356628,3.9211912333,3.6140125902,3.3955503954,3.3460580303,3.7091299985,3.7091299985,4,4,3.5694426136,4,3,3.5754574064,3,3.4705762945,3.4749062515,3.4124419947,3.4191767536,3,3.6847218009,3,3.4948209966,3.0487811032,3.3717985527,4,101.342996845
843,5,5,4.0317187603,4.8020019985,5,5,3,5,5,5,5,5,5,5,1,5,4.2611467303,1,4.6632754424,3,3,3,4.1109289166,3,3,4.0317187603,4.0317187603,5,5,5,5,5,5,5,4.2885008071,4.2873565328,4.2513187363,4.2760202831,5,5,5,5,5,5,5,110.823339587
844,4.120898197,4.014210843,3.9963270875,3.9646788178,4.1424528701,4.1054811645,3.7672731044,3.9658057958,4.075601775,3.9874841157,4.1124310674,3,3,4,5,4,3.8962253308,1,5,3.9674654938,3.8884956518,4.1058404284,3.9923701645,3.7633691663,3.832914228,3.9963270875,3.9963270875,4,5,3,4,3,4.1251045144,5,3.9199147092,3.9712685283,3.9117627925,3.9192273932,4,4.1481992645,4,3.8994278446,3.451433516,4,5,107.134204355
845,4.8380410759,4.7389172817,4.0616907907,4.5124734016,4.2566470284,4.6684797793,4,4.5031710371,4.7475861359,4.612435196,4.6022337524,5,4.6301773601,5,1,5,4.2443213367,1,4.6568104099,4,4,5,4.3557518223,4,4,4.0616907907,4.0616907907,5,5,5,5,5,4.4511571695,5,4.4174749585,4.4129879961,4.32426997,4.3813231725,5,4.8010831312,5,4.6255096585,4.8513433047,5,5,110.823339587
846,3.8781260336,3.7616264266,3.560874291,3.5699769099,3.3077181833,3.7298810921,3.5128268067,3.4444061335,3.7932948907,3.6431074949,3.8072511125,3.7531423776,3.6756016284,4.7076739917,5,3.4623234365,3.4379033818,0,3.9114719466,3.5911476258,3.5548931801,4.2103248739,3.6355000874,3.5128593134,3.277360111,3.560874291,3.560874291,4.4695632932,4.3117065347,3.8618640491,3.7501433218,3.9354552823,3.557820275,3.8960381494,3.7222623652,3.6431987842,3.581967615,3.6019744687,4.7590391943,3.9757576659,3.9634218875,3.8797336934,3.9429800418,3.7004164355,4.6374412393,107.134204355
847,4.1464596638,4.0681512134,3.8852496926,3.901688312,3.749210658,4.1110192635,3.8974497138,3.9117880495,4.0955715254,3.9642178394,3.9766554168,4,3,4,3,4,4,1,4.1111111111,4.0630549223,3.9877082844,4.3135609467,4.1094504399,3.8204535187,3.8367721736,3.8852496926,3.8852496926,4,4,4,4,5,3.893609891,5,5,4.0512995972,4,4,4,4.1898974477,4,3.9546147843,3.6356640551,4,4,111.729075
848,4,3,3.608427365,3.5102019831,2.8383393056,4,3.3517224608,4,3,3,3.144888058,4,2,3,4,2,4,4,3.4572644571,3.1373606149,3.0711398133,3.735904617,3.1695194291,3.1545960956,3.1367662209,3.608427365,3.608427365,3,4,3,3,4,3.015784733,4,3,3.7865881675,4,4,4,4,4,3.3071721321,4,3,3,107.134204355
849,4.1238903257,4.0127941233,3.838264987,3.9980073195,4.072807317,4.0692330924,3.7149227972,3.9313746269,4.0776662319,4.0041425206,4.0621359366,4,3.3221947872,3,5,4,4,2,3.994858411,3.8332612094,3.7825791052,4.0293364544,3.8775810933,3.7500064771,3.7232035948,3.838264987,3.838264987,4,4,4,4,4,4.0648934363,4,4,3.9744818264,4,4,4,4.1060949614,4,4,3.4444578048,4,3,110.053877551
850,5,4,3.9406587276,4.2022658904,3,5,3.9844051264,5,5,4,3,4,5,5,2,4,3,1,3,3.8991458117,3.9032761273,4.5020041738,3.9515421872,3.8603018526,3.7323769975,3.9406587276,3.9406587276,5,4,4,4,5,3,5,5,4.2563255091,4,4,5,5,4,4.3448275862,5,4,5,114.904259259
851,3.7405171139,3.6216724808,3.8455167968,3.5170588485,3.3873911601,3.711246238,3.5474165883,3.4399800442,3.6796858442,3.5476975918,3.6565126816,3.6756789303,3.1741552895,4.1712897865,5,3.3362288836,3.582853739,0,3.7324081822,3.6498022064,3.5391586634,4.1434939852,3.6762882735,3.5577232261,3.4159743293,3.8455167968,3.8455167968,3.8656582516,4.1605248156,3.6761819767,3.4781629122,3.7435825351,3.5205261619,3.6856790209,3.7363700691,3.7341441385,3.6748628785,3.666117336,3.9968708965,3.8593039662,3.7615778803,3.6332612215,3.2690383939,3.534659826,4.0615810046,107.480709329
852,3.0839640499,3.0077403264,3.4784991395,2.8999690163,2.9847256749,3.127378953,3.2372085083,2.8189363244,3.0647489417,2.9273528836,3.2683826656,3,2.3855149748,4,5,3,3.0730307712,1,3.2895999972,3.5558446258,3.3813694168,3.9455154785,3.5882959193,3.338066949,3.1430392322,3.4784991395,3.4784991395,4,3,3,3,3,3.1346517865,3.2557806324,3.24873362,3.2462164496,3.1752437243,3.1863409823,4,3.3142582207,3,3.1959750272,2.4704762774,3,4,107.134204355
853,1.6576202981,1.5675121579,2.4713378575,1.1604897856,1,1.706121208,2.1266330161,1.0932751031,1.5721810333,1.2719125711,1,1,1,4,2,1,1.7479225201,3,1,2.1028174614,1.8483916578,3.2936301654,2.1274633167,1.9696002048,1.5593478505,2.4713378575,2.4713378575,1,4,1,1,1,1,1,2.1687903726,2.1669327319,2.0138766332,2.0366778936,4,2.0487875966,1,1.7408218096,1.477586569,1,3,114.904259259
854,3.6755605496,3.5496973911,3.457200618,3.4495223906,3.1160073817,3.6203219598,3.2672406225,3.4134662523,3.5994985182,3.4800043877,3.3003056339,3.3666374335,2.8936377083,3.6011136791,1,3.075726429,3.4965486002,0,3.4445464483,3.217858343,3.154287461,3.6416105161,3.2555818249,3.1771892077,3.1474880256,3.457200618,3.457200618,3.3616538536,3.6831965504,3.2825328847,3.2640767006,3.2959631136,3.2214495614,3,3.5515394202,3.6046836859,3.5418407405,3.5279186191,3.3356054519,3.6639128534,3.4014017977,3.3156462514,3.0752216281,3.1555948014,3.5261825756,110.823339587
855,3.6364191592,3.5262331615,3.1798333615,3.2660318798,2.6009719056,3.4809181037,3.2605411901,3.1689949253,3.536245244,3.3580068984,3.2338452306,3.3787842756,3.2077839921,4.3343338131,1,2.9481577668,3.2436557675,0,3,3.1870250583,3.1595243037,3.9043771732,3.2460951228,3.1448425212,2.9248613082,3.1798333615,3.1798333615,4.0637642135,3.94215665,3.4148633872,3.2606508904,3.6408566373,2.9471811128,3,3.5092831724,3.4748569022,3.3892457848,3.4140601053,4.3631024088,3.6854992621,3.5489347334,3.4828790553,3.6580632081,3.3348178083,4.2727800523,112.75263919
856,4.1767422348,4.0390149236,3.589761603,3.9256331421,3.6704755048,3.9929099273,3.5592173287,3.7903328041,4.0831781863,3.9728141823,3.9858592044,3.8299130945,3.8104882718,4.5474388949,5,3.690476121,3.710539792,0,4.0467001406,3.5231009844,3.5385426648,4.051379647,3.5737866491,3.5502483284,3.3763593563,3.589761603,3.589761603,4.4041102428,4.2268936572,3.9158067879,4.0272916173,3.8294377536,3.8199487381,4.0773859782,3.8976597928,3.8370047371,3.8028614739,3.7974364627,4.5200289438,4.1510044556,4.0236194396,3.9920801665,4.1072947361,3.7185084726,4.5029432846,111.182040816
857,3.5440330448,3.4494617241,3.6692182639,3.3831890656,3.6419321613,3.5856651854,3,3.4212488655,3.5112294739,3.4099324867,3.6101951849,3.5598341912,2.9561849294,3,5,4,3.3949161854,4,3.4887002736,4,3,4,3.6575009572,3,3,3.6692182639,3.6692182639,3,4,4,4,3,3.6274836938,3,3.4206761095,3.4920058554,3.4154446662,3.4331934481,4,3.6372910316,4,3.3797811151,2.7834672494,3,3,110.053877551
858,4.2916961318,4.1744739166,3.8844476853,4.1837286522,4.3106416436,4.1723586489,3.8427468776,4.0161178231,4.2445475675,4.182310668,4.3811872639,4,3.5902443026,4.5738349837,5,4,4.0135276918,0,5,3.9685632366,3.9492268508,4.2641775576,4.0261527834,3.9779250051,3.7893869024,3.8844476853,3.8844476853,4,5,4.1652718243,4.3649306992,3.7537862852,4.3278980271,5,4,4.0639878598,4.0582549962,4.0359828423,4,4.2856235021,5,4.1993820276,3.8435323309,3.9017262852,4,110.053877551
859,3.6800039883,3.620560659,3.4848523677,3.573515717,4,3.7277468688,3.3912155752,3.6923003058,3.6721511535,3.6080756138,4,3,3,4,5,3,3.4307492771,3,3.5726526965,3.8470275583,3.7579935454,3.5502593366,3.8707736116,3.3800389063,3.679525447,3.4848523677,3.4848523677,4,5,4,4,2,3,4,3.3523036414,3.4709965808,3.3830329357,3.43932231,1,3.695186753,4,3.4776271396,2.7943776189,3,4,102.654321429
860,3.9744893522,3.8669122116,3.8409061897,3.8281736552,3.9608425506,3.9682509149,3.6115997403,3.8375128425,3.9295557418,3.8449781664,3.8986800373,3.8119295031,3.2564927612,3.735494422,5,3.7298525885,3.7919498342,0,3.8120669749,3.7781987969,3.6982455845,3.9007110851,3.80501443,3.5914498556,3.6814007998,3.8409061897,3.8409061897,3.5778862556,3.9621204714,3.7032558649,3.8282922175,3.4330020787,3.9313001271,3.8957079799,3.7827834723,3.8533301542,3.7939013852,3.7955141894,3.4225118584,3.9801586694,3.8278433618,3.692755944,3.2093113762,3.4872537388,3.6718926082,82.645
861,4.8818363769,4.7582530391,4.0322024524,4.6922131068,4.6339411674,4.7574964623,4.0450681697,4.734683703,4.800151489,4.7337415663,4.5249298119,4,4,4,1,5,4.4172513438,1,5,4.0385912864,4.0792180516,4.0840066709,4.0817873058,3.9028873066,4.1245618206,4.0322024524,4.0322024524,4,4,4,5,5,4.5884475874,5,4.3560344195,4.4405521144,4.3821031245,4.3967039773,3.8589691097,4.6956073048,4,4.3483098269,4.3376066244,3.9779060091,4,107.134204355
862,3.3375681593,3.225687178,3.4305151456,3.1404535314,2.8816391705,3.341421814,3.1725783841,3.0873413976,3.2834176429,3.1574745645,3.0830887777,3,2,4,5,3,3.3166312486,3,3.2318162443,3.206889666,3.0866880584,3.6450965676,3.2426215337,3.1420855903,3.0478080131,3.4305151456,3.4305151456,3,3,3,3,4,2.9969869886,3,3.3839086846,3.4374422612,3.3735557247,3.3544578093,3,3.408649173,3,3,2.5873975103,4,3,101.342996845
863,3.8939098059,3.7232683353,4.0194745232,3.5503549957,2.9071270438,3.7877635492,3.5721948453,3.4018812612,3.7772836288,3.5975359557,3.5000912723,3,2,4,5,3,3.6611245746,3,5,3.3881465288,3.2959310162,4.3662363283,3.4067214524,3.5093344284,3.1966087166,4.0194745232,4.0194745232,4,5,5,2,5,3.1938594145,3,3.9463290382,3.885403011,3.8322689648,3.7923774429,3,4.0247029302,4,5,3.7966554481,3,4,110.053877551
864,4.0635186231,3.9188034692,3.4387064919,3.674776738,3.1687698858,3.8440725151,3.4001375467,3.5814440438,3.937159699,3.7741135702,3.7315006481,3.7055324593,4.0936995826,4.6718792012,1,3.3565571924,3.4309244191,0,3.9101333407,3.3079672528,3.3314738481,4.0247983954,3.3471170459,3.2788857544,3.1172470651,3.4387064919,3.4387064919,4.4373739347,4.2317960121,3.8069688777,3.7776584713,4.0240611038,3.4511590213,3.8852456826,3.7246673763,3.6492745425,3.5793974503,3.6027965075,4.6908169615,4.0739467727,3.9087710931,3.8886922109,4.3677872733,3.6649490012,4.632608303,107.480709329
865,3.916101334,3.8361385155,3.5601691388,3.5728638421,3.3924100575,3.8368570994,3.5920053265,3.6153632329,3.8437361251,3.6810032176,3.7763798202,3.8454598162,3.7232134676,4.3220127245,1,3.5728458105,3.4558075594,0,3.8429768279,3.793321417,3.7383337325,4.1185043741,3.8286063555,3.4593868125,3.5005114781,3.5601691388,3.5601691388,4.1134188827,4.1761193372,3.790022586,3.7762449223,3.7879971272,3.6141269654,3.8948950913,3.645863002,3.6699299967,3.5524094671,3.6247179155,4.2442906742,3.993543952,3.9454792456,3.8023345363,3.8007259991,3.6299333965,4.2861100041,107.480709329
866,3.992158069,3.8800337304,3.7040309026,3.7294364767,3.5448937973,3.9234633376,3.5711469288,3.7302247298,3.917105026,3.7886890664,3.7583240288,3.7752266633,3.5217036166,4.059325339,1,3.5337461134,3.6644847696,0,3.819379774,3.6423796192,3.5887257774,3.9874796704,3.6741442058,3.4731710539,3.4973780698,3.7040309026,3.7040309026,3.8488801091,4.067515769,3.7096659111,3.7345039252,3.6773352759,3.6644964502,3.8455089661,3.7663535464,3.8039677379,3.7236224006,3.7441397657,3.8558936035,4.0095747587,3.8374928245,3.7313980288,3.6013952794,3.5473021781,4.0046069955,107.480709329
867,3.6078302783,3.461461668,3.7180245272,3.189294676,2.8747421094,3.4658922182,3.3455468924,3.0599440843,3.4953022018,3.2907348712,3.6158605983,4,3.9823273601,5,5,2,3.0838299875,1,3,3.4323306833,3.3462784401,4.3634639341,3.4383284058,3.3302330108,3.0104126571,3.7180245272,3.7180245272,4,5,4,4,4.3553020773,3.2249451372,4,3.5335920442,3.3945786385,3.3173587067,3.3398293966,5,3.856473718,4,3.7725373248,4.0495122978,3,5,101.342996845
868,4.045494916,3.9280097652,3.8155154192,3.8666009039,3.5077879706,3.9940259077,3.7049794577,3.7827612054,3.9830899003,3.876743956,3.6786330898,3,2,4,5,4,4,1,3.8466260428,3.6423693059,3.5760157947,4.0641353474,3.6965532588,3.6670568343,3.5612705064,3.8155154192,3.8155154192,4,4,4,4,3,3.6104467903,4,4,4.05469541,4,4,5,4.0235158814,3,3.7016070455,3.3113599706,4,4,107.134204355
869,4.6043170733,4.4963783877,4.0734599342,4.5503651747,5.1492063405,4.5118771535,3.9985789403,4.4920842504,4.5723425301,4.5505359073,4.8915407622,5,4.1186425416,4,5,5,4.1917529987,1,4.5192739769,4.3053445289,4.3056843175,4.2048796465,4.3440668903,4.1226992185,4.1964730556,4.0734599342,4.0734599342,4,5,5,5,3,4.9912593045,5,4.1850904185,4.1806180432,4.167310299,4.1733793698,4,4.5460314629,5,4.4562413945,4.0429792308,4,4,107.134204355
870,4.2292064549,4.086233394,3.7111688619,3.9711944166,4,4.1203053995,3.4845507521,4.0156204091,4.131474004,4.0290406682,4,4,3.9883301776,4,3,4,3.7315582559,1,4,3.4922142192,3.4914726534,3.7372228053,3.5078313728,3.334312012,3.5057060331,3.7111688619,3.7111688619,4,4,3,4,4,4,4,3.7738814636,3.8235861113,3.7537518173,3.7687059554,4,4.1507494765,4,4,3.898666392,3,3,111.729075
871,4.2834629955,4.2058489816,3.5299157963,4.0002448504,3.5661305759,4.1691656068,3.8012583618,4.0103275787,4.2115764178,4.0812004318,3.8540528181,4,3.5160591038,4,1,4,3.9203470288,1,4,3.8178233554,3.8170302598,4.0793851873,3.8892961172,3.6399229932,3.6807509501,3.5299157963,3.5299157963,4,4,4,4,4,3.759100548,5,3.9878757883,4.0557456032,3.9589281542,4.0053653557,4,4.2042869441,4,3.9338321763,3.8922401151,3,4,107.480709329
872,4.7584442563,4.7295631268,4.0800013545,4.496209717,4.2970271001,4.6832296879,4.5200901223,4.5196894586,4.7234064431,4.5902517901,4.6000467224,5,3.9733381024,5,1,5,4.4245690226,1,5,5,5,5,4.8528795763,5,5,4.0800013545,4.0800013545,5,4.808145959,4.5451626742,5,4.1668041024,4.5105205521,5,4.5191036798,4.5830571108,4.4686263616,4.5529283089,5.0074837544,4.7559967685,5,4.6195132708,4.3492379373,3,5,112.75263919
873,4.2520041125,4.1302287648,3.7053722564,3.8574021497,3.2996220139,4.0763524191,3.7280696372,3.8023728915,4.1388858126,3.9636855863,3.8778052886,3,4,5,1,4,3.7128941638,1,4.1051563835,3.6752633072,3.670485263,4.3348994519,3.7195563873,3.5769468467,3.4519172606,3.7053722564,3.7053722564,5,5,4,4,5,3.6085894463,3,3.980168501,3.9441400938,3.8530279196,3.8902920888,5,4.2810704288,4,4.0680212898,4.4109473336,3,5,110.971514196
874,3.7564355204,3.6407497324,3.639752994,3.4320581767,3.06053857,3.6480511534,3.5125743218,3.3205077939,3.6725263025,3.5043480936,3.6102329725,3,3.4550316032,4,1,4,3.4237092847,1,3.7936557512,3.565764221,3.4922615637,4.2550210824,3.6047983208,3.4874916729,3.2418088475,3.639752994,3.639752994,4,5,4,4,4,3.3430114144,1,3.7073015213,3.6496834959,3.5769233043,3.5916414965,5,3.8912765577,4,3.7410009204,3.7179161579,4,4,107.480709329
875,4,5,3.6558472913,3,4.2613814339,5,3,4,4,3,4.4198460312,5,5,4,1,4,3.482798282,1,4.179065288,5,4,3,3.8820581678,4,3,3.6558472913,3.6558472913,5,4,4,5,3,4.3238335118,5,3.6818388896,3.6421750056,3.5599672,3.6336283863,5,5,4,5,4.4462450061,4,4,107.480709329
876,5,4.7098287208,4.2978489355,5,4.8940001384,4.7021382083,4.2978808663,4.5933840401,4.7614227725,4.6883672013,4.9201715339,5,4.3842338684,5,4,4,4.3863680958,1,4,4.5238197106,4.5138568647,4.6486202424,4.5689974717,4.346896674,4.3420964503,4.2978489355,4.2978489355,5,5,5,5,4,4.8985563219,5,4.4717655329,4.4582968076,4.4166495549,4.4380896832,5,5,5,4.689397653,4.4566734877,5,5,101.342996845
877,3.9627762985,3.8560376524,3.4652742279,3.5895515124,3.040242163,3.8712995082,3.4548125066,3.6642063256,3.8612320164,3.6931245303,3.4110720882,3,3.5446953619,3.8972640464,1,3,3.54804627,0,3.6407182549,3.4080180728,3.3765616945,3.8256311606,3.4440185862,3.193673699,3.30704536,3.4652742279,3.4652742279,4,4,3,3,3.6390241625,3.2671748478,4,3.6580059366,3.7390962329,3.617522419,3.6653619366,3,3.9346743896,4,4,3.7020485855,4,4,107.480709329
878,4.0011509797,3.9149517062,3.5452176392,3.6471439739,3.1560271524,3.9018515266,3.6540847084,3.6540497519,3.9181316279,3.7481181244,4,4,3.5292668038,5,1,3,3.621991101,1,3.8484832062,3.6954051075,3.6529531757,4.1521118305,3.7475967502,3.4867737954,3.4580284772,3.5452176392,3.5452176392,4,4,3,4,3.809016389,3.4339010425,4,3.7982641825,3.8327170561,3.7205026139,3.7731322327,4.2774947561,4.0320563031,4,4,3.8184198774,3,5,107.480709329
879,4.7488510553,4.6472009238,3.9947382808,4.4297738756,4.3241298286,4.5807414294,4.1092156923,4.4344784924,4.6599073497,4.5314241021,4.6159479816,5,5,5,1,4,4.0987884842,1,4.5891120515,4.2455493798,4.2706895645,4.5239945607,4.288252268,3.996225507,4.0475805895,3.9947382808,3.9947382808,5,5,5,5,5,4.4823638003,4,4.2760398868,4.2635057541,4.1759881714,4.2390626369,5,4.723366405,4,4.5716037923,4.8093213161,4,5,110.823339587
880,3.9229738592,3.8550753629,3.4793656235,3.6146881345,3.3966255436,3.8121339189,3.6736552797,3.5646400778,3.8632292475,3.7093766014,3.8614659132,3.8801083771,3.5405264319,4.6260000186,1,3.6788896586,3.5100404032,0,3.9556076047,3.8773933927,3.8343964866,4.2658366658,3.9381259101,3.6308580176,3.5090283627,3.4793656235,3.4793656235,4.4632745845,4.2820362624,3.8925575866,3.8871956601,3.786420562,3.6605408186,4.0029245864,3.7402287413,3.7189872177,3.6236231845,3.6858570984,4.6916591622,4.0076936339,4.0579854727,3.9229053013,3.8444988981,3.7253566545,4.5861472077,112.75263919
