IDX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
452,10.57,14.07,18.51,9.96,12.06,18.19,29.9,31.36,58.41,28.19,48.05,44.74,27.14,35.96,47.62
453,24.23,27.55,45.54,24.95,32.26,44.24,28.88,52.86,44.66,30.52,38,55.03,15.98,8.94,44.54
454,24.8,29.51,45.64,24.94,31.34,44.78,27,39.14,45.63,33.11,31.76,67.64,30.09,37.6,54.17
455,29.68,40.72,51.31,29.98,47.4,48.94,28.35,41.87,47.54,27.5,29.74,52.93,27.66,27.92,55.06
456,27.31,39.75,46.06,24.75,57.08,35.49,28.11,36.34,49.85,29.34,26.09,62.33,27.11,28.41,52.98
457,23.78,32.83,41,24.38,31.95,42.98,26.27,47.31,40.85,29.05,35.75,52.65,29.39,43.44,49.26
458,24.14,42.43,37.87,26.1,32.53,47.04,25.22,36.75,42.54,22.68,29.56,40.07,9.35,14.48,15.39
459,25.79,31.12,47.18,26.31,31.26,48.46,21.63,24.5,40.72,29.53,36.3,53.55,27.73,40,46.96
460,23.59,19.04,52.8,24.14,30.95,42.98,26.87,33.86,48.2,25.88,19.13,60.9,33.75,39.38,62.68
461,22.73,23.24,44.96,23.55,32.18,40.78,32.31,36.26,61.11,27.59,43.85,44.95,25.92,13.93,74.12
462,25,35.22,42.74,26.05,34.24,45.87,27.12,32.79,49.56,32.09,47.09,53.95,25.32,46.85,39
463,30.52,42.69,52.35,32.63,35.2,62.88,33.18,42.47,59.1,27.74,45.05,44.82,25.15,14.87,67.68
464,29.07,50.56,45.79,32.7,39.21,59.96,26.85,19.4,64,24.96,34.06,43.25,22.94,39.16,36.39
465,9.6,22.1,13.78,10.53,12.62,19.31,26.97,34.9,47.82,34.37,41.7,62.69,28.21,52.35,43.4
466,7.84,3.42,25.81,7.59,15.17,11.38,28.42,31.06,54.43,22.33,38.36,35.33,28.36,24.16,61.64
467,20.86,20.9,41.68,19.61,35.9,30.33,28.36,33.76,52.2,27.9,25.11,58.91,27.4,20.59,63.86
468,11.3,5.4,34.93,11.7,16.91,19.79,33.08,44.66,57.58,24.68,11.34,78.36,28.43,37.01,50.28
469,21.65,47.35,31.54,24.95,15.08,66.23,27.5,28.08,54.42,29.65,35.11,54.68,28.74,16.76,78.01
470,22.08,10.6,68.07,23.04,11.27,70.15,10.51,17.25,16.91,27.63,43.9,45.01,27.65,34.53,49.79
471,19.55,28.96,32.75,17.53,39.43,25.32,30.92,44.64,52.33,29.75,42.74,50.47,27.62,32.54,51.05
472,25.69,27.94,49.31,26.32,36.04,45.53,27.59,33.03,50.65,26.44,44.47,42.16,25.26,33.06,44.57
473,26.16,20.12,60.17,26.94,40.98,44.66,27.72,20.56,65.1,10.76,13.04,19.64,26.68,45.13,42.45
474,26.83,37.57,45.98,27.94,35.08,50.19,26.28,18.64,63.31,29.17,38.36,51.35,27.4,32.31,50.65
475,23.95,35.73,40.01,25.21,34.64,43.55,24.55,36.32,41.14,28.97,40.77,49.55,27.57,35.13,49.2
476,24.27,37.34,40.05,23.96,13.95,65.12,26.21,32.86,47.12,30.02,35.39,55.48,30.34,38.53,54.22
477,20.66,30.38,34.7,21.47,19.87,44.69,27.78,48.72,43.63,31.53,41.32,55.58,26.8,24.68,55.92
478,24.89,35.03,42.59,26.43,30.66,49.22,10.66,13.56,19.03,29.73,31.06,58.17,16.97,24.19,28.87
479,23.45,12.81,66.4,25.95,30.97,47.68,27.88,26.06,57.7,23.7,43.58,36.59,22.03,9.93,70.9
480,22.48,10.92,68.77,26.22,29.26,49.72,21.33,31.11,35.94,32.6,47.77,54.84,24.33,40.69,38.87
481,26.75,38.27,45.44,28.42,31.73,53.88,22.41,23.9,43.42,35.06,37.76,67.61,27.56,32.99,50.58
482,22.29,32.73,37.48,24.23,30.98,43.18,29.75,14.39,91.25,27.64,53.32,41.97,23.93,31.79,41.95
483,25.07,11.48,79.85,30.2,31.51,59.14,28.29,37.93,49.38,23.51,28.52,42.89,31.83,55.47,50.1
484,26,33.73,46.03,26.82,32.94,48.64,24.77,46.03,38.1,27.84,17.83,71.3,27.61,19.05,67.61
485,23.56,48.58,34.99,24.43,11.3,77.27,27.82,22.57,62.1,24.86,28.68,46.41,26.55,31.51,48.91
486,25.11,32.28,44.64,25.09,43.57,39.54,28.13,21.2,65.45,30.23,52.56,47.61,27.1,32.74,49.53
487,29.42,37.49,52.51,29.89,40.76,51.8,26.84,36.84,46.39,27.34,57.85,40.26,25.34,33.32,44.6
488,25.01,38.69,41.17,26.51,38.25,44.88,7.46,5.73,17.15,27.22,45.96,43.33,26.83,39.07,45.27
489,30.86,39.27,55.11,30.9,42.35,53.46,9.76,19.79,14.58,7.46,9.47,13.34,27.42,32.31,50.7
490,26.75,28.56,51.79,25.35,46.49,39.17,27.05,32.87,49.31,27.44,32.16,50.87,27.28,36.24,47.81
491,25.75,36.52,43.91,26.96,18.47,66.29,23.99,11.63,73.48,29.29,34.63,54.06,27.73,45.67,44.57
492,26.94,36.24,46.96,27.68,40.42,46.64,24.19,16.53,59.59,34.13,41.59,62.15,32.03,51.93,51.79
493,25.39,29.87,46.98,26.07,29.69,48.96,25.08,33.77,43.71,27.21,41.66,44.97,24.78,43.84,38.78
494,20.97,28.21,36.55,21.62,33.51,35.57,21.8,10.15,68.59,35.02,51.98,58.6,32.37,40.84,58.03
495,23.32,34.47,39.11,23.5,38.33,37.9,27.5,23.7,59.42,10.15,17.02,16.19,26.43,37.83,44.9
496,25.03,34.92,42.97,26.13,35.55,45.34,21.49,34.99,34.7,6.89,9.09,12.11,26.72,33.4,48.08
497,23.39,22.02,48.24,22.82,13,62.88,24.28,29.44,44.31,26.23,23.13,55.98,18.42,27.33,30.85
498,25.45,42.74,40.61,27.79,34.73,50.04,32.39,35.94,61.57,27.02,29.61,51.66,32.57,36.06,61.98
499,21.61,29.29,37.54,22.21,32.89,37.21,30.46,55.87,47.07,29.84,15.08,88.89,32.53,29.69,68.18
500,4.42,6.46,7.44,4.03,3.32,8.92,28.14,21.86,64.36,23.14,23.43,46,25.09,48.17,38.17
501,24.63,19.21,56.23,25.58,32.9,45.47,21.32,28.68,37.16,27.9,47.6,44.26,32.08,22.04,78.79
502,24.43,39.07,39.71,26.45,33.45,47.37,27.29,31.39,51.02,29.45,31.72,56.79,26.65,12.78,82.21
503,25.71,27.12,50.07,26.3,37.02,44.99,29.36,40.85,50.46,29.2,34.57,53.86,20.85,27.49,36.66
504,23.08,36.36,37.74,21.73,48.51,31.47,33.88,39.89,62.66,27.68,32.39,51.34,25.11,44.81,39.17
505,19.98,28.18,34.16,20.73,25.59,37.51,23.76,44.68,36.4,29.59,39.05,52.02,26.69,40.32,44.35
506,25.88,22.03,56.3,25.87,19.31,60.53,26.19,24.61,54.05,28.28,30.15,54.82,26.98,32.41,49.43
507,24.52,29.21,45.11,25.83,25.93,51.56,32.13,46.1,54.52,29.17,34.97,53.5,27.13,45.7,43.24
508,24.42,16.15,61.36,25.81,19.07,60.76,34.17,36.84,65.86,35.89,42.47,66.21,27.82,32.39,51.7
509,24.17,33.15,41.8,25.2,32.2,44.91,29.17,37.59,51.81,27.88,43.39,45.79,25.01,46.15,38.55
510,27.44,39.25,46.62,28.51,41.15,48.27,27.28,21.84,61.36,31.71,19.51,83.24,17.33,24.08,29.8
511,19.74,25.41,35.09,21.16,21.32,42.15,24.48,15.86,62.28,10.24,14.94,17.27,25.4,19.93,57.79
512,28.66,32.19,54.18,28.61,41.47,48.36,22.29,27.4,40.42,9.5,16.08,15.1,27.73,41.3,46.34
513,29.32,37.61,52.18,30.57,39.52,54.22,27.84,34.44,50.35,22.66,33.47,38,27.49,47.23,43.49
514,24.77,32.36,43.72,22.91,11.16,69.93,26.07,44.3,41.4,9.56,19.34,14.28,21.51,43.97,32.03
515,30.77,39.87,54.53,30.72,45.93,51.26,27.72,33.05,50.98,24.93,26.07,48.77,26.96,35.66,47.33
516,23.64,13.38,65.38,26.56,26.73,52.94,27.08,36.29,47.28,29.03,38.14,51.14,22.65,50.62,32.78
517,29.21,37.76,51.81,30.49,30.71,60.77,20.94,47.31,30.21,28.91,38.69,50.51,20.11,28.77,34.16
518,23.12,13.06,64.04,25.52,32.77,45.39,27.22,47.63,42.78,28.29,30.25,54.75,32.45,32.2,65.15
519,21.85,32.29,36.63,21.6,40.31,33.17,9.26,4.19,29.72,25.95,27.76,50.2,24.43,47.62,36.96
520,22.38,26.9,41,23.56,29.37,42.45,27.11,28.6,52.81,25.19,30.3,46.14,22.93,12.1,66.38
521,24.6,34.04,42.38,22.6,9.79,74.74,26.4,30.31,49.41,9.65,19.71,14.36,30.06,38.61,53.47
522,25.44,30.77,46.47,26.77,32.3,48.96,28.51,61.18,41.79,31.16,49.64,50.73,13.79,11.84,29.85
523,20.92,26.63,37.35,21.88,26.56,39.9,30.72,30.64,61.51,24.64,11.53,77.3,27.3,42.52,44.82
524,9.82,11.97,17.87,9.56,7.52,21.72,25.79,38.13,43.24,10.7,15.12,18.27,27.49,33.06,50.34
525,25.76,33.11,45.8,26.72,32.74,48.53,8.28,10.46,14.84,28.26,36.11,50.37,26.88,35.39,47.29
526,21.57,25.41,39.89,21.98,30.5,37.82,7.56,13.74,11.73,30.29,44.71,50.8,25.86,41.71,41.9
527,24.89,30.88,44.96,25.14,36.3,42.55,23,33.49,38.79,32.72,31.43,66.78,25.09,46.59,38.59
528,24.53,25.06,48.55,24.29,36.06,40.65,27.11,34.22,48.59,28.2,39.16,48.5,33.52,41.73,60.44
529,28.41,36.13,50.75,28.56,42.56,47.72,26.71,31.48,49.37,34.98,52.63,58.22,26.13,14.45,73.38
530,23.43,39.74,37.25,24.8,33.99,42.9,27.81,17.16,72.87,24.13,16.86,58.68,34.32,40.89,63.13
531,27.96,40.23,47.4,28.27,44.11,46.39,26.25,16.09,69.06,26.8,31.9,49.31,26.95,41.09,44.63
532,4.27,5.11,7.85,3.8,1.93,11.27,24.2,53.79,35.09,27.14,15.9,73.48,33.51,34.6,65.96
533,23.9,42.54,37.33,26.4,32.67,47.73,30.45,51.96,48.3,30.64,35.19,57.33,33,36.93,62.47
534,22.62,41.89,34.84,22.25,10.43,69.69,24.64,12.08,74.89,24.72,43.67,38.72,20.04,27.7,34.53
535,24.13,28.01,44.92,24.23,32.45,42.32,29.77,37.76,53.23,21.8,37.52,34.47,20.05,23.63,37.06
536,24.67,40.34,39.76,25.68,45.42,40.19,27.19,37.38,46.96,28.14,38.39,48.76,28.59,50.86,44.67
537,21.73,26.21,39.74,22.11,30.78,37.99,26.9,13.02,82.48,33.86,55.13,54.66,28.46,43.47,47.1
538,25.23,33.39,44.29,26.44,19.33,62.61,30.84,43.34,52.78,24.15,11.47,74.98,5.66,2.86,16.88
539,30.82,43.15,52.83,30.84,46.95,51.09,27.02,37.06,46.72,33.57,25.58,77.65,21.16,45.86,30.93
540,24,36.51,39.79,26.1,31.21,47.94,11.09,16.12,18.73,33.92,34.03,67.73,27.99,33.19,51.58
541,25.1,35.75,42.71,26.39,37.52,44.95,24.71,37.91,40.82,11.04,11.69,21.47,27.28,26.45,55.4
542,30.47,30.94,60.47,30.86,43.91,52.54,25.35,14.67,69.16,25.5,19.01,59.69,18.74,24.03,33.35
543,22.23,15.94,53.23,23.2,28.49,42.09,31.1,18.94,82.15,34.45,51.89,57.33,22.22,16.75,51.71
544,24.33,29.27,44.57,24.68,17.08,60.35,26.59,37.42,45.47,24.66,45.34,38.08,25.01,32.89,44.02
545,25.94,28.52,49.53,23.36,53.2,33.61,25.41,44.63,39.87,9.34,11.76,16.77,30.14,42.7,51.42
546,27.25,32.15,50.36,25.2,12.86,74.59,25.23,36.77,42.54,33.79,39.78,62.5,28.13,40.95,47.45
547,25.32,41.24,40.87,27.57,21.27,63.32,24.41,35.42,41.23,28.55,43.78,47.17,26.93,39.27,45.39
548,18.32,7.87,60.94,21.34,34.14,34.68,24.72,14.99,65.49,26.06,12.12,82.09,27.55,42.63,45.35
549,23.77,38.11,38.61,25.73,20.4,58.2,32.71,43.58,57.27,24.08,16.07,60.16,26.81,36.25,46.65
550,24.36,38.28,39.86,26.42,28.3,51.08,28.88,49.61,45.69,26.42,46.56,41.4,31.69,40.62,56.41
551,11.16,13.42,20.45,10.13,17.88,15.86,9.8,14.59,16.37,26.33,15.94,69.8,15.82,22.45,26.96
552,25.1,29.63,46.36,25.16,17.59,61.14,27.88,24.96,59.02,28.55,34.81,51.98,33.07,40.54,60.04
553,24.85,20.97,54.32,24.58,39.26,39.96,28.8,46.78,46.53,25.91,11.58,83.89,29.39,30.56,57.65
554,25.5,29.07,47.87,24.4,44.13,37.9,27.69,34.19,50.11,27.23,29.63,52.25,18.29,27.31,30.53
555,26.9,34.86,47.65,27.54,39.16,46.9,32.06,40.74,57.29,31.08,39.87,55.3,30.51,56.55,46.97
556,30.71,37.16,56.08,31.3,22.64,74.57,30.35,39.42,53.71,26.15,27.48,51.04,32.86,22.81,80.22
557,24.82,11.43,78.74,27.91,16.11,76.29,21.77,28.83,38.2,30.61,50.4,49.19,26.57,38.73,44.8
558,19.27,11.13,52.63,19.23,35.62,29.61,23.16,44.97,35.1,28.86,41.94,48.71,20.31,36.61,31.57
559,26.51,12,85.11,31.2,43.29,53.69,31.57,37.11,58.43,29.93,27.75,62.19,23.77,12.2,70.07
560,23.1,23.12,46.2,20.97,45.55,30.62,29.9,46.12,49.29,23.41,27.17,43.58,31.48,46.13,52.97
561,25.82,32.91,46.09,26.23,37.69,44.48,28.74,28.23,58.01,7.49,6.55,16.05,26.91,36.86,46.55
562,30.47,38.27,54.74,29.93,52.82,46.9,26.42,47.98,40.98,27.88,42.27,46.26,11.97,16.32,20.74
563,28.12,24.15,60.88,29.16,25.86,62.05,27.22,38.38,46.53,33.63,45.18,58.66,24.6,34.3,42.23
564,29.05,32.57,54.97,30.26,39.79,53.28,11.34,15.1,19.86,29.23,44.6,48.4,28.46,31.89,53.86
565,22.48,39.35,35.32,24,43.74,37.17,27.03,28.86,52.35,34.89,51.53,58.5,23.24,10.19,76.24
566,25.36,31.49,45.79,25.7,17.01,64.53,11.14,11.02,22.4,28.39,50.68,44.3,26.88,37.42,46.19
567,27.17,34.1,48.82,27.71,38.12,47.84,27.65,40.42,46.56,32.36,42.68,56.9,26.84,37.15,46.24
568,25.84,35.69,44.55,26.91,34.25,48.04,31.19,44.1,53.25,30.95,54.66,48.47,26.92,33.59,48.49
569,26.13,31.27,47.96,26.25,39.26,43.8,9.71,6.94,23.31,23.09,38.66,36.88,28.77,26.43,60.07
570,9.37,9.88,18.25,7.61,3.8,22.86,25.28,12.03,78.39,27.9,51.3,43.08,26.99,18.14,67.12
571,25.2,32.5,44.74,25.62,37.82,42.96,8.96,15.31,14.19,28.88,40.52,49.48,28.35,43.69,46.75
572,23.38,37.1,38.11,26.23,29.65,49.43,24.98,22.25,53.04,32.01,15.95,96.28,25.46,33.63,44.74
573,19.35,10.74,54.22,21.43,26.13,39.01,28.09,41.76,46.99,29.75,30.52,58.76,19.14,18.73,38.69
574,27.31,38.24,46.81,27.68,40.94,46.41,21.28,42.22,32.01,24.49,33.3,42.49,32.63,24.13,76.73
575,20.08,22.43,38.07,20.37,29.18,34.58,32.56,47.67,54.8,27.95,41.79,46.64,33.76,44.19,59.55
576,20.57,9.6,64.65,24.06,29.41,43.73,23.61,51.45,34.44,31.2,39.24,55.99,22.18,27.65,39.97
577,25.8,27.24,50.24,26.17,32.36,47.32,26.63,27.55,52.38,29.2,39.21,50.95,20.57,28.74,35.29
578,23.79,42.29,37.18,25,43.13,39.5,28.71,39.35,49.65,25.43,52.27,37.81,28.98,26.72,60.41
579,20.45,10.97,58.6,19.81,8.59,65.5,27.56,32.82,50.7,24,34.37,40.76,23.23,30.3,41.04
580,12.94,14.64,24.37,11.8,16.9,20.04,27.77,32.78,51.28,26.28,19.78,61.19,13.34,18.13,23.16
581,30.51,40.29,53.61,27.35,12.5,87.19,27.33,26.69,55.3,33.04,37.21,62.39,31.32,33.93,60.24
582,25.04,34.73,43.09,25.28,36.61,42.74,18.81,8.12,62.39,35.57,41.72,65.89,33.77,33.61,67.7
583,19.85,31.09,32.52,19.61,11.32,53.58,27.81,29.94,53.64,29.98,23.61,68.05,31.16,24.31,71.12
584,21.98,27.44,39.58,22.57,19.25,49.02,24.66,32.42,43.41,27.75,45.26,44.76,27.5,35.01,49.09
585,24.78,32.46,43.7,24.59,14.75,65.6,8.45,14.55,13.37,29.48,31.34,57.22,24.44,45.11,37.69
586,25.27,34.16,43.97,26.61,29.53,50.58,25.15,30.15,46.14,25.26,33.98,44.03,28.56,39.55,49.18
587,25.05,52.21,37.07,28.78,42.38,48.32,25.35,42.48,40.48,25.73,19.84,59.09,8.05,11.69,13.6
588,20.16,25.99,35.79,19.44,10.19,56.53,27.39,17.04,71.44,30.82,29.57,62.93,12.58,9.25,29.69
589,21.05,19.44,43.85,21.03,27.64,37.04,28.04,17.66,72.53,23.89,52.37,34.78,27.54,33.87,49.92
590,24.71,35.68,41.81,25.23,40.47,40.97,20.18,35.65,31.6,35.23,47.75,61.22,30.91,40.46,54.54
591,30.21,40.36,52.82,28.92,57.53,43.46,26.43,39.59,44.07,29.23,38.18,51.6,24.94,45.25,38.68
592,20.9,23.53,39.46,19.57,36.25,30.14,28.09,33.2,51.84,30.16,35.66,55.67,25.74,30.8,47.26
593,25.05,36.74,42.12,25.91,37.44,43.85,24.02,29.99,43.26,29.9,37.87,53.5,10.19,11.73,19.04
594,24.87,21.59,53.51,22.71,11.22,68.67,25.32,42.38,40.44,35.06,49.84,59.73,20.83,12.06,56.81
595,26.62,41.1,43.87,28.41,32.74,53.05,26.49,29.6,50.2,28.86,40.92,49.2,26.04,33.53,46.26
596,27.5,34.98,49.11,28.16,40.69,47.64,26.96,37.31,46.45,23.24,10.02,77.13,24.02,41.55,37.91
597,21.33,44.74,31.5,25.37,30.95,46.16,21.78,22.85,42.54,27.48,15.61,75.86,9.98,10.6,19.38
598,24.27,34.29,41.45,23.55,42.8,36.5,28.7,36.09,51.52,24.99,34.68,43,29.8,36.63,54.05
599,25.06,34.46,43.28,26.49,33.17,47.65,28.23,22.01,64.45,25.11,34.65,43.3,27.16,32.68,49.73
600,30.09,42.22,51.54,31.96,26.63,70.3,22.82,52.84,32.67,28.91,35.03,52.77,25.34,29.89,46.81
601,26.1,39.02,43.55,27.09,39.3,45.77,27.67,33.3,50.66,26.28,48.46,40.53,28.24,33.8,51.85
602,22.81,26.65,42.33,23.56,27.76,43.56,20.6,35,32.71,25.52,41.39,41.26,24.41,51.61,35.95
603,23.22,32.58,39.76,24.48,22.72,50.85,22.43,41.43,34.57,29.72,35.83,54.37,26.71,40.26,44.43
604,24.83,16.99,61.14,25.78,38.61,42.99,27.27,35.69,48.11,23.19,33.63,39.18,31.53,38.05,57.67
605,20.26,33.23,32.62,19.98,37.06,30.76,27.76,38.08,48,32.06,44.4,55.21,23.94,10.63,77.86
606,25.27,28.86,47.4,26.37,27.92,51.28,24.12,37.57,39.6,21.8,38.6,34.11,26.67,36.08,46.38
607,23.9,55.57,34.18,26.97,45.65,42.91,25.86,16.2,67.15,25.29,32.07,45.24,27.7,35.75,49.16
608,26.93,18.81,65.5,28.23,22.94,62.97,28.85,16.19,80.25,28.43,35.33,51.3,34.73,30.96,73.71
609,12.41,17.82,21.04,12.35,14.66,22.75,27.18,27.78,53.77,35.12,37.09,68.36,27.8,36.8,48.79
610,24.86,31.05,44.77,26.71,27.92,52.25,24.86,11.13,80.37,28.99,36.55,51.97,23.89,17.05,57.35
611,23.88,31.51,41.98,21.87,10.06,69.43,26.62,33.71,47.64,23.05,41.93,35.72,27.37,32.69,50.27
612,29.48,40.3,51.05,31.33,30.99,63.01,24.01,52.7,34.95,28.49,34.29,52.16,24.84,35.28,42.34
613,25.29,45.35,39.39,27.7,42.64,45.7,24.4,36.48,40.72,31.04,36.87,57.18,26.41,37.02,45.24
614,27.28,33.94,49.21,27.96,37.07,49.05,23.49,31.06,41.25,33.92,36.68,65.28,21.22,26.75,38.06
615,22.04,21.85,44.27,21.44,35.42,34.42,27.65,32.73,51,10.63,13.87,18.77,30.39,27.93,63.45
616,25.56,28.04,48.86,26.29,33.63,46.84,25.04,39.61,40.87,30.3,44.12,51.12,30.89,43.55,52.79
617,29.67,47.32,48.28,32.07,39.57,58.07,25.67,17.84,62.58,26.26,17.6,65.45,15.6,18.92,28.47
618,23.97,11.54,73.75,27.74,33.43,50.77,26.03,35.27,45.24,27.16,33.75,49.01,28.74,36.47,51.39
619,24.74,21.28,53.5,24.88,30.38,45.25,32.99,38.78,61.04,10.37,17.71,16.45,26.61,33.82,47.54
620,25.34,31.22,45.9,26.02,33.47,46.25,26.4,24.18,55.22,26.88,38.02,45.89,26.72,29.1,51.25
621,24.92,27.52,47.49,25.85,28.62,49.2,23.95,32.69,41.5,25.51,36.28,43.44,30.79,47.46,50.78
622,27.36,16.33,73.17,27.58,49.64,42.9,24.21,31.93,42.56,32.93,39.48,60.39,26.44,41.83,43.16
623,24.02,24.77,47.32,23.74,42.39,37.03,30.41,40.45,53.27,35.28,49.55,60.4,28.24,49.02,44.5
624,22.99,35.88,37.73,24.65,29.03,45.57,25.83,47.12,39.98,24.15,12.43,71.07,27.53,20.45,64.59
625,21.58,30.44,36.87,22.67,29.62,40.02,32.47,43.39,56.77,27.5,47.91,43.3,26.83,40.44,44.62
626,25.34,26.32,49.73,26.01,35.67,44.96,22.99,31.57,39.73,29.74,36.94,53.69,25.98,45.1,40.95
627,23.77,30.7,42.16,24.77,25.24,49.06,18.51,8,61.32,29.17,33.82,54.33,27.51,38.01,47.41
628,24.67,34.55,42.27,25.5,17.12,63.5,8.1,10.63,14.28,35.62,47.04,62.6,26.76,25.65,54.67
629,24.78,14.05,68.49,27.06,21.83,60.59,31.28,54.63,49.2,25.34,50.16,38.14,24.96,41.21,40.08
630,22.18,9.99,71.43,26.48,32.8,47.85,23.28,15.05,59.29,23.9,26.74,45.27,25.84,12.29,80.16
631,21.49,14.04,54.38,23.47,27.09,43.8,30,35.7,55.21,32.05,38.01,59.08,11.8,11.16,24.26
632,28.16,33.84,51.61,29.28,38.82,51.37,33.4,36.11,64.29,25.52,51.13,38.27,29.55,18.72,76.2
633,23.47,31.06,41.21,24.49,31.6,43.47,25.55,32.25,45.8,27.8,45.88,44.64,26.93,34.46,47.97
634,27.72,27.57,55.59,28.48,33.48,52.7,29,32.34,55,33.84,39.52,62.81,22.79,24.01,44.43
635,24.23,32.92,42.07,26.35,24.68,54.49,33.45,39.76,61.59,27.08,36.59,47.12,30.12,44.43,50.54
636,29.41,37.32,52.58,26.27,59.71,37.82,33.04,40.74,59.82,29.42,29.4,58.86,27.31,36.29,47.87
637,24.01,20.92,51.58,22.02,44.55,32.91,26.59,20.05,61.86,34.88,46.91,60.81,28.16,30.71,53.99
638,21.65,12.01,60.67,23.17,41.07,36.23,23.54,36.58,38.68,25.79,25.86,51.52,16.04,20.24,28.76
639,25.7,33.07,45.68,24.3,11.98,73.56,28.88,42.09,48.68,30.09,50.24,48.11,24.29,14.44,65.16
640,24.44,35.93,41.08,25.89,36.24,44.38,27.07,37.85,46.42,30.12,32.2,58.28,30.18,16.68,84.77
641,20.53,45.86,29.73,24.25,33.01,42.07,26.98,31.91,49.78,23.95,31.92,41.92,31.65,44.82,54
642,23.37,11.89,69.31,26.43,39.35,44.19,31.4,35.44,59.22,28.13,25.2,59.54,21.83,15.87,51.86
643,28.22,48.67,44.57,31.23,25.02,70.19,27.4,32.81,50.28,32.56,57.93,50.85,26.82,43.21,43.47
644,24.42,30.09,44.25,23.86,40.81,37.8,26.72,29.89,50.6,26.37,36.97,45.17,27.42,36.24,48.17
645,25.16,38.48,41.61,26.63,24.59,55.45,21.13,36.75,33.27,36.39,38.09,71.16,25.15,48.32,38.24
646,23.46,11,73.45,25.53,14.13,71.65,24.99,25.41,49.57,26.82,35.82,46.9,24.42,49.1,36.56
647,21.65,25.85,39.8,21.76,30.6,37.24,27.64,39.85,46.82,23.22,28.89,41.88,27.3,48.55,42.66
648,21.19,19.26,44.51,20.81,37.74,32.29,26.62,35.88,46.37,30.54,39.73,54.02,27.2,34.24,48.81
649,19.61,25.84,34.5,20.67,28.77,35.52,31.66,39.3,57.16,30.6,27.12,65.11,27.88,37.69,48.51
650,12.82,17.25,22.34,12.34,10.3,27.12,23.17,27.59,42.64,33.39,46.36,57.44,7.1,11.46,11.51
651,24.18,35.43,40.68,25.79,37.62,43.47,21.38,31.34,35.97,25.5,36.79,43.18,10.88,17.04,17.84
652,21.26,9.31,69.8,26.02,36.2,44.72,22.58,31.24,38.91,32.41,50.42,53.24,10.88,7.07,27.61
653,11.5,19.43,18.32,11.31,15.63,19.5,29,39.74,50.17,27.4,32.68,50.38,27.52,29.77,52.95
654,28.47,34.75,51.79,26.41,51.75,39.89,26.33,18.47,63.85,29.12,40.71,49.94,25.99,36.06,44.72
655,25.3,38.43,41.94,26.86,35.06,47.44,23.91,51.46,35.01,29.61,44.56,49.3,25.97,28.3,49.82
656,24.82,31.34,44.48,24.65,39.2,40.15,9.42,11.47,17.15,23.29,26.38,43.86,27.89,32.24,52.03
657,24.75,17.51,59.75,25.48,31.86,45.86,23.73,20.98,50.58,26.19,41.71,42.63,23.65,41.14,37.24
658,23.08,32.57,39.45,23.6,15.36,59.87,11.65,17.01,19.62,31.36,28.2,66.24,29.5,36.93,53.08
659,24.46,27.05,46.57,23.89,15.45,60.82,27.17,33.65,49.11,29.45,32.28,56.3,23.57,32.07,40.89
660,31.1,35.4,58.42,31.03,47.89,51.12,29.63,38.99,52.15,36.14,41.25,67.81,30.2,37.27,54.66
661,12.39,7.56,32.69,11.7,15.46,20.56,25.97,28.59,49.56,30.89,43.26,52.96,32.72,46.45,55.78
662,24.04,29.16,43.86,24.28,34.49,41.38,27.91,33.79,50.96,35.25,46.19,62.15,24.4,12.86,70.71
663,25.46,19.33,58.98,23.92,12.19,70.89,27.37,26.76,55.35,33.37,51.79,54.87,28.03,41.06,47.17
664,25.67,31.63,46.52,22.48,9.98,73.07,25.44,31.83,45.76,32.3,33.27,63.66,29.35,40.75,50.49
665,12.78,17.92,21.89,12.32,11.94,25.05,26.8,41.11,44.27,30.2,13.42,98.18,19.79,29.62,33.01
666,24.29,47.63,36.68,27.62,34.28,49.87,18.36,8.01,60.46,25.29,30.41,46.33,9.59,10.61,18.25
667,11.86,13.93,21.95,11.71,14.36,21.26,28.47,32.35,53.51,9.75,18.13,15,23.28,28.8,42.1
668,22.95,22.08,46.8,23.79,23.88,47.49,27.94,28.95,54.89,4.35,4.47,8.58,27.21,34.62,48.61
669,25.82,18.82,61.24,27.31,35.26,48.46,7.63,3.34,25.06,32.59,59.51,50.44,18.74,23.04,33.98
670,26.16,31.6,47.82,26.56,25.78,53.94,26.9,34.56,47.85,22.41,12.73,61.86,26.33,46.78,41.15
671,20.62,28.21,35.69,19.14,8.69,61.29,24.71,33.19,43.11,33.1,54.07,53.37,25.32,14.13,70.7
672,21.89,24.18,41.7,21.63,31.51,36.49,24.34,35.56,40.99,28.77,30.64,55.79,28.84,16.17,80.29
673,28.21,27.33,57.33,28.78,37.83,50.68,26.89,38.11,45.87,34.61,53.09,57.17,26.7,36.75,46.09
674,22.13,29.82,38.56,23.24,20.73,49.3,27.57,36.46,48.42,27.34,37.98,47.02,31.66,48.11,52.5
675,25.77,39.59,42.55,26.31,45.89,41.4,26.06,27.51,50.75,8.86,20.59,12.67,30.81,43.93,52.41
676,25.87,37.06,43.92,27.21,36.66,47.42,26.41,30.4,49.35,31.48,15.29,96.27,27.25,35.34,48.27
677,20.74,26.77,36.82,22.65,23.68,44.31,26.32,39.64,43.8,23.53,44.23,36.04,26.44,39.79,44.01
